,SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
32038,FANCJ,Q9BX63,,DRC3,Q9H069,APID
32039,FANCJ,Q9BX63,,GALD1,Q8NB37,APID
32040,FANCJ,Q9BX63,,DOCK5,Q9H7D0,APID
32041,FANCJ,Q9BX63,,VMA5A,O00534,APID
32042,FANCJ,Q9BX63,,I17RA,Q96F46,APID
32043,DMPK,Q09013,,Q7CG08,Q7CG08,APID
32045,DMPK,Q09013,,UBQL4,Q9NRR5,APID
32046,DMPK,Q09013,,ATN1,P54259,APID
32047,DMPK,Q09013,,ATX1,P54253,APID
32048,DMPK,Q09013,,HS90B,P08238,APID
32049,DMPK,Q09013,,SMN,Q16637,APID
32050,DMPK,Q09013,,KITH,P04183,APID
32051,DMPK,Q09013,,ANXA7,P20073,APID
32052,DMPK,Q09013,,PIN1,Q13526,APID
32054,DMPK,Q09013,,RAF1,P04049,APID
32055,DMPK,Q09013,,GEMI4,P57678,APID
32056,DMPK,Q09013,,HXA2,O43364,APID
32057,DMPK,Q09013,,Q7CFV7,Q7CFV7,APID
32059,DMPK,Q09013,,GBRAP,O95166,APID
32060,DMPK,Q09013,,RS10,P46783,APID
32063,DMPK,Q09013,,RAC1,P63000,APID
32064,DMPK,Q09013,,HS90A,P07900,APID
32065,DMPK,Q09013,,LGR4,Q9BXB1,APID
32066,LMNA,P02545,,Q81UH9,Q81UH9,APID
32067,LMNA,P02545,,EZRA,Q81KT8,APID
32068,LMNA,P02545,,Q81XI5,Q81XI5,APID
32069,LMNA,P02545,,BNI3L,O60238,APID
32072,LMNA,P02545,,1433Z,P63104,APID
32076,LMNA,P02545,,O41970,O41970,APID
32077,LMNA,P02545,,PYGM,P11217,APID
32078,LMNA,P02545,,BKRB2,P30411,APID
32080,LMNA,P02545,,HSF1,Q00613,APID
32081,LMNA,P02545,,DS13B,Q9UII6,APID
32085,LMNA,P02545,,PCGF2,P35227,APID
32086,LMNA,P02545,,UBC9,P63279,APID
32103,LMNA,P02545,,NUMA1,Q14980,APID
32104,LMNA,P02545,,ANLN,Q9NQW6,APID
32113,LMNA,P02545,,RAGP1,P46060,APID
32115,LMNA,P02545,,NU214,P35658,APID
32117,LMNA,P02545,,S30BP,Q9UHR5,APID
32123,LMNA,P02545,,FHL1,Q13642,APID
32124,LMNA,P02545,,NELFE,P18615,APID
32129,LMNA,P02545,,ORC2,Q13416,APID
32130,LMNA,P02545,,T2FB,P13984,APID
32133,LMNA,P02545,,RUVB1,Q9Y265,APID
32137,LMNA,P02545,,LYRIC,Q86UE4,APID
32141,LMNA,P02545,,TM230,Q96A57,APID
32142,LMNA,P02545,,ARPIN,Q7Z6K5,APID
32149,LMNA,P02545,,YKT6,O15498,APID
32150,LMNA,P02545,,VRK2,Q86Y07,APID
32152,LMNA,P02545,,SRC8,Q14247,APID
32155,LMNA,P02545,,IF5,P55010,APID
32156,LMNA,P02545,,PIMT,P22061,APID
32157,LMNA,P02545,,SRPRB,Q9Y5M8,APID
32158,LMNA,P02545,,ACE,P12821,APID
32160,LMNA,P02545,,PDLI3,Q53GG5,APID
32163,LMNA,P02545,,ROA1,P09651,APID
32164,LMNA,P02545,,DDX46,Q7L014,APID
32167,LMNA,P02545,,SUGP1,Q8IWZ8,APID
32169,LMNA,P02545,,PAPOA,P51003,APID
32170,LMNA,P02545,,RBM10,P98175,APID
32173,LMNA,P02545,,SF01,Q15637,APID
32175,LMNA,P02545,,DGC14,Q96DF8,APID
32176,LMNA,P02545,,HNRPR,O43390,APID
32177,LMNA,P02545,,TFP11,Q9UBB9,APID
32183,LMNA,P02545,,TPX2,Q9ULW0,APID
32187,LMNA,P02545,,HCFC1,P51610,APID
32188,LMNA,P02545,,CRK,P46108,APID
32189,LMNA,P02545,,SDCB1,O00560,APID
32194,LMNA,P02545,,F192A,Q9GZU8,APID
32195,LMNA,P02545,,NPL4,Q8TAT6,APID
32196,LMNA,P02545,,MRE11,P49959,APID
32197,LMNA,P02545,,MDC1,Q14676,APID
32198,LMNA,P02545,,XRCC6,P12956,APID
32202,LMNA,P02545,,UBC12,P61081,APID
32205,LMNA,P02545,,SENP6,Q9GZR1,APID
32206,LMNA,P02545,,NUCL,P19338,APID
32208,LMNA,P02545,,CDK16,Q00536,APID
32209,LMNA,P02545,,KCD12,Q96CX2,APID
32210,LMNA,P02545,,WASC5,Q12768,APID
32218,LMNA,P02545,,Q81YZ4,Q81YZ4,APID
32219,LMNA,P02545,,Q81X15,Q81X15,APID
32220,LMNA,P02545,,E1BS,P03247,APID
32221,LMNA,P02545,,PASK,Q96RG2,APID
32222,LMNA,P02545,,Q9E7P0,Q9E7P0,APID
32223,LMNA,P02545,,SVIL,O46385,APID
32225,LMNA,P02545,,DNBI,P04296,APID
32226,LMNA,P02545,,NEC1,P10215,APID
32227,LMNA,P02545,,NEC2,P10218,APID
32228,LMNA,P02545,,GRB2,P62993,APID
32229,LMNA,P02545,,MED19,A0JLT2,APID
32230,LMNA,P02545,,CADH1,P12830,APID
32232,LMNA,P02545,,CFTR,P13569,APID
32234,LMNA,P02545,,MYC,P01106,APID
32235,LMNA,P02545,,STAC,Q99469,APID
32237,LMNA,P02545,,SUN1,Q9D666,APID
32241,LMNA,P02545,,GBRL1,Q9H0R8,APID
32242,LMNA,P02545,,SNW1,Q13573,APID
32245,LMNA,P02545,,MLIP,Q5FW52,APID
32246,LMNA,P02545,,AIMP2,Q13155,APID
32247,LMNA,P02545,,LATS2,Q9NRM7,APID
32248,LMNA,P02545,,E2F3,O00716,APID
32249,LMNA,P02545,,BRCA1,P38398,APID
32250,LMNA,P02545,,LRRK2,Q5S007,APID
32252,LMNA,P02545,,MCM7,P33993,APID
32253,LMNA,P02545,,H2AX,P27661,APID
32254,LMNA,P02545,,EGFR,P00533,APID
32255,LMNA,P02545,,JUN,P05412,APID
32257,LMNA,P02545,,IRAK1,P51617,APID
32258,LMNA,P02545,,LIMK2,P53671,APID
32262,LMNA,P02545,,LAP2B,P42167,APID
32263,LMNA,P02545,,DUX4,Q9UBX2,APID
32264,LMNA,P02545,,KAT5,Q92993,APID
32266,LMNA,P02545,,SUMO4,Q6EEV6,APID
32276,LMNA,P02545,,LX12B,O75342,APID
32278,LMNA,P02545,,TOIP1,Q5JTV8,APID
32280,LMNA,P02545,,PARP1,P09874,APID
32282,LMNA,P02545,,FACE1,O75844,APID
32283,LMNA,P02545,,MLP3B,Q9GZQ8,APID
32286,LMNA,P02545,,ING1,Q9UK53,APID
32287,LMNA,P02545,,SRRM1,Q8IYB3,APID
32288,LMNA,P02545,,SRRM2,Q9UQ35,APID
32298,LMNA,P02545,,PP1G,P36873,APID
32299,LMNA,P02545,,CDK2,P24941,APID
32306,LMNA,P02545,,FINC,P02751,APID
32308,LMNA,P02545,,PHB,P35232,APID
32311,LMNA,P02545,,EF1D,P29692,APID
32315,LMNA,P02545,,P53,P04637,APID
32320,LMNA,P02545,,CCDC8,Q9H0W5,APID
32321,LMNA,P02545,,EED,O75530,APID
32322,LMNA,P02545,,SIR6,Q8N6T7,APID
32324,LMNA,P02545,,UBP7,Q93009,APID
32327,LMNA,P02545,,ANRA2,Q9H9E1,APID
32328,LMNA,P02545,,RFXK,O14593,APID
32329,LMNA,P02545,,HERC2,O95714,APID
32330,LMNA,P02545,,SRPK2,P78362,APID
32333,LMNA,P02545,,PPME1,Q9Y570,APID
32334,LMNA,P02545,,CENPE,Q6RT24,APID
32336,LMNA,P02545,,MCM5,P33992,APID
32339,LMNA,P02545,,FGOP2,Q9NVK5,APID
32340,LMNA,P02545,,F170A,A1A519,APID
32341,LMNA,P02545,,PAR2,P55085,APID
32342,LMNA,P02545,,SC5A8,Q8N695,APID
32343,LMNA,P02545,,LMBD2,Q68DH5,APID
32344,LMNA,P02545,,ALX3,O95076,APID
32345,LMNA,P02545,,ZNRF4,Q8WWF5,APID
32346,SQSTM,Q13501,,Q7CGR8,Q7CGR8,APID
32347,SQSTM,Q13501,,VIF,P12504,APID
32356,SQSTM,Q13501,,CRNN,Q9UBG3,APID
32357,SQSTM,Q13501,,MARK2,Q7KZI7,APID
32358,SQSTM,Q13501,,ECHA,P40939,APID
32359,SQSTM,Q13501,,MICU1,Q9BPX6,APID
32362,SQSTM,Q13501,,OSBL8,Q9BZF1,APID
32363,SQSTM,Q13501,,LAGE3,Q14657,APID
32364,SQSTM,Q13501,,DIP2B,Q9P265,APID
32365,SQSTM,Q13501,,MICU2,Q8IYU8,APID
32366,SQSTM,Q13501,,STK3,Q13188,APID
32367,SQSTM,Q13501,,BL1S5,Q8TDH9,APID
32368,SQSTM,Q13501,,TCAL2,Q9H3H9,APID
32369,SQSTM,Q13501,,K2C4,P19013,APID
32373,SQSTM,Q13501,,PEO1,Q96RR1,APID
32374,SQSTM,Q13501,,TF3C1,Q12789,APID
32375,SQSTM,Q13501,,ECHB,P55084,APID
32376,SQSTM,Q13501,,ARIP4,Q9Y4B4,APID
32377,SQSTM,Q13501,,YMEL1,Q96TA2,APID
32381,SQSTM,Q13501,,HLAH,P01893,APID
32382,SQSTM,Q13501,,CDC45,O75419,APID
32383,SQSTM,Q13501,,EPDR1,Q9UM22,APID
32384,SQSTM,Q13501,,NIPS1,Q9BPW8,APID
32385,SQSTM,Q13501,,K2C73,Q86Y46,APID
32387,SQSTM,Q13501,,CLPB,Q9H078,APID
32388,SQSTM,Q13501,,HACD3,Q9P035,APID
32389,SQSTM,Q13501,,VIME,P08670,APID
32390,SQSTM,Q13501,,NDUA5,Q16718,APID
32391,SQSTM,Q13501,,SYPM,Q7L3T8,APID
32392,SQSTM,Q13501,,NDUS2,O75306,APID
32393,SQSTM,Q13501,,TM160,Q9NX00,APID
32394,SQSTM,Q13501,,NSUN4,Q96CB9,APID
32396,SQSTM,Q13501,,PLEC,Q15149,APID
32397,SQSTM,Q13501,,CHK1,O14757,APID
32398,SQSTM,Q13501,,ANXA1,P04083,APID
32399,SQSTM,Q13501,,CEP78,Q5JTW2,APID
32400,SQSTM,Q13501,,EPIPL,P58107,APID
32402,SQSTM,Q13501,,COX11,Q9Y6N1,APID
32403,SQSTM,Q13501,,ASPH,Q12797,APID
32404,SQSTM,Q13501,,STK4,Q13043,APID
32408,SQSTM,Q13501,,RT09,P82933,APID
32409,SQSTM,Q13501,,TMLH,Q9NVH6,APID
32410,SQSTM,Q13501,,SYSM,Q9NP81,APID
32411,SQSTM,Q13501,,CDC37,Q16543,APID
32412,SQSTM,Q13501,,SAV1,Q9H4B6,APID
32413,SQSTM,Q13501,,SH3K1,Q96B97,APID
32416,SQSTM,Q13501,,SMAD3,P84022,APID
32417,SQSTM,Q13501,,WASH1,A8K0Z3,APID
32418,SQSTM,Q13501,,Q6IAW1,Q6IAW1,APID
32419,SQSTM,Q13501,,RXRA,P28700,APID
32420,SQSTM,Q13501,,DAZP2,Q15038,APID
32421,SQSTM,Q13501,,TOE1,Q96GM8,APID
32422,SQSTM,Q13501,,COT2,P24468,APID
32426,SQSTM,Q13501,,GRB14,Q14449,APID
32428,SQSTM,Q13501,,GBRR2,P28476,APID
32429,SQSTM,Q13501,,GBRR1,P24046,APID
32431,SQSTM,Q13501,,TGFR1,P36897,APID
32437,SQSTM,Q13501,,PTN13,Q12923,APID
32440,SQSTM,Q13501,,PEX5,P50542,APID
32444,SQSTM,Q13501,,GRIA1,P23818,APID
32448,SQSTM,Q13501,,IRF8,Q02556,APID
32452,SQSTM,Q13501,,STA5A,P42229,APID
32455,SQSTM,Q13501,,TADBP,Q13148,APID
32461,SQSTM,Q13501,,RARA,P10276,APID
32462,SQSTM,Q13501,,PRS7,P35998,APID
32469,SQSTM,Q13501,,RRAGC,Q9HB90,APID
32473,SQSTM,Q13501,,BID,P55957,APID
32474,SQSTM,Q13501,,TNR6,P25445,APID
32480,SQSTM,Q13501,,MEIS2,O14770,APID
32481,SQSTM,Q13501,,TKT,P29401,APID
32486,SQSTM,Q13501,,NCOR1,O75376,APID
32487,SQSTM,Q13501,,KPCD,Q05655,APID
32491,SQSTM,Q13501,,PSD12,O00232,APID
32500,SQSTM,Q13501,,RRF2M,Q969S9,APID
32501,SQSTM,Q13501,,CD48,P09326,APID
32507,SQSTM,Q13501,,SAS6,Q6UVJ0,APID
32508,SQSTM,Q13501,,CNTRL,Q7Z7A1,APID
32510,SQSTM,Q13501,,PB2,P03428,APID
32511,SQSTM,Q13501,,C5E519,C5E519,APID
32512,SQSTM,Q13501,,Q20MH8,Q20MH8,APID
32513,SQSTM,Q13501,,M3K1,Q62925,APID
32514,SQSTM,Q13501,,Q7M0H9,Q7M0H9,APID
32515,SQSTM,Q13501,,MK01,P63086,APID
32517,SQSTM,Q13501,,RD23A,P54725,APID
32518,SQSTM,Q13501,,MALT1,Q9UDY8,APID
32520,SQSTM,Q13501,,MYC,P01106,APID
32523,SQSTM,Q13501,,SMUF2,Q9HAU4,APID
32531,SQSTM,Q13501,,SLX4,Q8IY92,APID
32534,SQSTM,Q13501,,KEAP1,Q9Z2X8,APID
32535,SQSTM,Q13501,,SQSTM,Q64337,APID
32539,SQSTM,Q13501,,SHLB1,Q9Y371,APID
32542,SQSTM,Q13501,,SNW1,Q13573,APID
32543,SQSTM,Q13501,,MLH1,P40692,APID
32544,SQSTM,Q13501,,EF1D,P29692,APID
32546,SQSTM,Q13501,,AIM2,O14862,APID
32547,SQSTM,Q13501,,Q6T424,Q6T424,APID
32551,SQSTM,Q13501,,TOLIP,Q9H0E2,APID
32552,SQSTM,Q13501,,SPHK1,Q9NYA1,APID
32554,SQSTM,Q13501,,ULK1,O70405,APID
32556,SQSTM,Q13501,,XPO1,Q6P5F9,APID
32557,SQSTM,Q13501,,KPCI,Q62074,APID
32564,SQSTM,Q13501,,MK06,Q16659,APID
32565,SQSTM,Q13501,,RIPK4,P57078,APID
32566,SQSTM,Q13501,,G6PI,P12709,APID
32573,SQSTM,Q13501,,BMR1B,O00238,APID
32574,SQSTM,Q13501,,SMAD1,Q15797,APID
32575,SQSTM,Q13501,,SMAD2,Q15796,APID
32576,SQSTM,Q13501,,SMAD4,Q13485,APID
32577,SQSTM,Q13501,,SMUF1,Q9HCE7,APID
32579,SQSTM,Q13501,,CP131,Q9UPN4,APID
32580,SQSTM,Q13501,,SRRM2,Q9UQ35,APID
32582,SQSTM,Q13501,,CALM1,P0DP23,APID
32584,SQSTM,Q13501,,TRI13,O60858,APID
32588,SQSTM,Q13501,,ZFAN5,O76080,APID
32596,SQSTM,Q13501,,CDK9,P50750,APID
32598,SQSTM,Q13501,,SPRE2,Q7Z698,APID
32603,SQSTM,Q13501,,PAR10,Q53GL7,APID
32609,SQSTM,Q13501,,SYNP2,Q9UMS6,APID
32613,SQSTM,Q13501,,NPM,P06748,APID
32621,SQSTM,Q13501,,GEMI4,P57678,APID
32628,SQSTM,Q13501,,ACK1,Q07912,APID
32629,SQSTM,Q13501,,LEG3,P17931,APID
32635,SQSTM,Q13501,,EPAS1,Q99814,APID
32640,SQSTM,Q13501,,AGAP1,Q9UPQ3,APID
32645,SQSTM,Q13501,,DNAI1,Q9UI46,APID
32648,SQSTM,Q13501,,L2GL2,Q6P1M3,APID
32649,SQSTM,Q13501,,RIPK3,Q9QZL0,APID
32650,SQSTM,Q13501,,COT2,O09018,APID
32652,SQSTM,Q13501,,MOONR,Q2KHM9,APID
32653,SQSTM,Q13501,,MED4,Q9NPJ6,APID
32654,SQSTM,Q13501,,XPO1,O14980,APID
32658,SQSTM,Q13501,,MK13,O15264,APID
32662,SQSTM,Q13501,,EPM2A,O95278,APID
32664,SQSTM,Q13501,,UBXN1,Q04323,APID
32665,SQSTM,Q13501,,BCL10,O95999,APID
32667,SQSTM,Q13501,,KC1A,P48729,APID
32668,SQSTM,Q13501,,VANG2,Q9ULK5,APID
32669,SQSTM,Q13501,,A1AT,P01009,APID
32670,SQSTM,Q13501,,LRRK2,Q5S007,APID
32671,SQSTM,Q13501,,VHL,P40337,APID
32673,SQSTM,Q13501,,ELOC,Q15369,APID
32675,SQSTM,Q13501,,EP3B,P56851,APID
32676,SQSTM,Q13501,,IL17F,Q96PD4,APID
32677,SQSTM,Q13501,,CST8,O60676,APID
32678,SQSTM,Q13501,,TNF18,Q9UNG2,APID
32679,SQSTM,Q13501,,GREM2,Q9H772,APID
32681,SQSTM,Q13501,,Q8WUE2,Q8WUE2,APID
32682,SQSTM,Q13501,,5HT3A,P46098,APID
32684,SQSTM,Q13501,,IL7RA,P16871,APID
32685,SQSTM,Q13501,,Q6B0J5,Q6B0J5,APID
32688,SQSTM,Q13501,,ACHB4,P30926,APID
32689,AURKC,Q9UQB9,,HS90B,P08238,APID
32691,AURKC,Q9UQB9,,LRRK2,Q5S007,APID
32695,AURKC,Q9UQB9,,A2RRN7,A2RRN7,APID
32700,AURKC,Q9UQB9,,CDC37,Q16543,APID
32706,AURKC,Q9UQB9,,CL043,Q96C57,APID
32708,AURKC,Q9UQB9,,H90B3,Q58FF7,APID
32709,AURKC,Q9UQB9,,HS905,Q58FG0,APID
32710,AURKC,Q9UQB9,,HS904,Q58FG1,APID
32712,AURKC,Q9UQB9,,OTX2,P32243,APID
32714,AURKC,Q9UQB9,,NED4L,Q96PU5,APID
32717,AURKC,Q9UQB9,,BRCA1,P38398,APID
32718,AURKC,Q9UQB9,,HS90A,P07900,APID
32724,RB27A,P51159,,UN13D,Q70J99,APID
32729,RB27A,P51159,,LRIF1,Q5T3J3,APID
32731,RB27A,P51159,,A4,P05067,APID
32732,RB27A,P51159,,RB27B,O00194,APID
32733,RB27A,P51159,,MOCOS,Q96EN8,APID
32734,RB27A,P51159,,PGTA,Q92696,APID
32735,RB27A,P51159,,KCC2D,Q13557,APID
32738,RB27A,P51159,,GTPB1,O00178,APID
32739,RB27A,P51159,,GLCM,P04062,APID
32740,RB27A,P51159,,KS6A1,Q15418,APID
32741,RB27A,P51159,,Q8D0R5,Q8D0R5,APID
32743,RB27A,P51159,,ACTS,P68135,APID
32747,RB27A,P51159,,ERG28,Q9UKR5,APID
32748,RB27A,P51159,,CSN6,Q7L5N1,APID
32749,RB27A,P51159,,RBM48,Q5RL73,APID
32750,RB27A,P51159,,GDF9,O60383,APID
32751,RB27A,P51159,,CE126,Q9P2H0,APID
32752,RB27A,P51159,,RIF1,Q5UIP0,APID
32753,RB27A,P51159,,EF1A1,P68104,APID
32754,RB27A,P51159,,ZBT16,Q05516,APID
32758,RB27A,P51159,,Q149M6,Q149M6,APID
32759,RB27A,P51159,,FBX6,Q9NRD1,APID
32760,RB27A,P51159,,ADRB2,P07550,APID
32762,RB27A,P51159,,PCP4,P48539,APID
32763,RB27A,P51159,,SH3L3,Q9H299,APID
32764,PTN1,P18031,,Q81QP7,Q81QP7,APID
32765,PTN1,P18031,,Q8D131,Q8D131,APID
32767,PTN1,P18031,,CADH2,P10288,APID
32768,PTN1,P18031,,IRS1,P35569,APID
32771,PTN1,P18031,,CADH2,P15116,APID
32775,PTN1,P18031,,AKT1,P31750,APID
32776,PTN1,P18031,,BCAR1,Q61140,APID
32777,PTN1,P18031,,GRB2,P62994,APID
32789,PTN1,P18031,,PLCG1,P10686,APID
32790,PTN1,P18031,,JAK2,Q62120,APID
32791,PTN1,P18031,,LPP,Q8BFW7,APID
32792,PTN1,P18031,,ZO1,P39447,APID
32793,PTN1,P18031,,PLCG1,Q62077,APID
32794,PTN1,P18031,,SHIP2,Q6P549,APID
32797,PTN1,P18031,,BCAS3,Q9H6U6,APID
32798,PTN1,P18031,,CASC3,O15234,APID
32799,PTN1,P18031,,CCL5,P13501,APID
32800,PTN1,P18031,,MRC2,Q9UBG0,APID
32801,PTN1,P18031,,SNAI1,O95863,APID
32802,PTN1,P18031,,THRSP,Q92748,APID
32803,PTN1,P18031,,FLOT1,O75955,APID
32804,PTN1,P18031,,GOLI4,O00461,APID
32805,PTN1,P18031,,CO5A1,P20908,APID
32806,PTN1,P18031,,FLOT2,Q14254,APID
32807,PTN1,P18031,,RN213,Q63HN8,APID
32808,PTN1,P18031,,K7EJC8,K7EJC8,APID
32809,PTN1,P18031,,CAVN1,Q6NZI2,APID
32810,PTN1,P18031,,VATB2,P21281,APID
32811,PTN1,P18031,,PHB,P35232,APID
32812,PTN1,P18031,,VA0D1,P61421,APID
32813,PTN1,P18031,,ABCD3,P28288,APID
32814,PTN1,P18031,,MREG,Q8N565,APID
32815,PTN1,P18031,,RHG39,Q9C0H5,APID
32816,PTN1,P18031,,KDIS,Q9ULH0,APID
32817,PTN1,P18031,,GALT2,Q10471,APID
32818,PTN1,P18031,,B4E2V5,B4E2V5,APID
32819,PTN1,P18031,,J3KMX2,J3KMX2,APID
32820,PTN1,P18031,,VPP1,Q93050,APID
32821,PTN1,P18031,,WAP53,Q9BUR4,APID
32822,PTN1,P18031,,PHB2,Q99623,APID
32823,PTN1,P18031,,MVP,Q14764,APID
32824,PTN1,P18031,,MOES,P26038,APID
32825,PTN1,P18031,,LTN1,O94822,APID
32826,PTN1,P18031,,PCNP,Q8WW12,APID
32827,PTN1,P18031,,BCOR,Q6W2J9,APID
32829,PTN1,P18031,,PPIP1,O43586,APID
32831,PTN1,P18031,,PAXI,Q8VI36,APID
32832,PTN1,P18031,,FAK1,P34152,APID
32837,PTN1,P18031,,RFWD2,Q8NHY2,APID
32839,PTN1,P18031,,STOM,P27105,APID
32840,PTN1,P18031,,SMRD2,Q92925,APID
32841,PTN1,P18031,,GOSR1,O95249,APID
32842,PTN1,P18031,,TECT3,Q6NUS6,APID
32843,PTN1,P18031,,LBN,Q86UK5,APID
32844,PTN1,P18031,,TMM17,Q86X19,APID
32845,PTN1,P18031,,TECT2,Q96GX1,APID
32846,PTN1,P18031,,TM216,Q9P0N5,APID
32847,PTN1,P18031,,EAR,P03182,APID
32848,PTN1,P18031,,VE5,P06792,APID
32849,PTN1,P18031,,VE5,P06927,APID
32850,PTN1,P18031,,VE5B,P69901,APID
32851,PTN1,P18031,,CAN1,Q27970,APID
32852,PTN1,P18031,,CAN2,Q27971,APID
32853,PTN1,P18031,,NS1,P0DOE8,APID
32854,PTN1,P18031,,INSR,P15208,APID
32856,PTN1,P18031,,IRS1,P35570,APID
32858,PTN1,P18031,,SRC,Q9WUD9,APID
32859,PTN1,P18031,,CRK,Q63768,APID
32860,PTN1,P18031,,INSR,P15127,APID
32861,PTN1,P18031,,NTRK1,P04629,APID
32862,PTN1,P18031,,NTRK3,Q16288,APID
32867,PTN1,P18031,,PGFRB,P05622,APID
32872,PTN1,P18031,,SUMO1,P63166,APID
32873,PTN1,P18031,,TRPV6,Q9R186,APID
32875,PTN1,P18031,,ROS1,P08922,APID
32876,PTN1,P18031,,CTND1,P30999,APID
32877,PTN1,P18031,,SRC8,Q60598,APID
32878,PTN1,P18031,,E9PYG6,E9PYG6,APID
32879,PTN1,P18031,,DOK1,P97465,APID
32880,PTN1,P18031,,EGFR,Q01279,APID
32882,PTN1,P18031,,RMD3,Q96TC7,APID
32883,PTN1,P18031,,DLG4,P31016,APID
32884,PTN1,P18031,,ASSY,P00966,APID
32885,PTN1,P18031,,ATF2,P15336,APID
32889,PTN1,P18031,,AGR3,Q8TD06,APID
32890,PTN1,P18031,,CASZ1,Q86V15,APID
32891,PTN1,P18031,,CAD13,P55290,APID
32892,PTN1,P18031,,DIRA3,O95661,APID
32893,PTN1,P18031,,FA84B,Q96KN1,APID
32894,PTN1,P18031,,KLK7,P49862,APID
32895,PTN1,P18031,,RHBT2,Q9BYZ6,APID
32896,PTN1,P18031,,VPS45,Q9NRW7,APID
32897,PTN1,P18031,,B3AT,P02730,APID
32900,PTN1,P18031,,BCAR1,Q63767,APID
32901,PTN1,P18031,,PTN2,P17706,APID
32902,PTN1,P18031,,HSC20,Q8IWL3,APID
32905,PTN1,P18031,,RRAS2,P62070,APID
32908,PTN1,P18031,,PIN1,Q13526,APID
32913,PTN1,P18031,,EPS15,P42566,APID
32917,PTN1,P18031,,FABD,Q8IVS2,APID
32918,PTN1,P18031,,MRP,P49006,APID
32922,PTN1,P18031,,ATP4A,P20648,APID
32923,PTN1,P18031,,ASGR2,P07307,APID
32924,PTN1,P18031,,HMOX2,P30519,APID
32925,PTN1,P18031,,S39A4,Q6P5W5,APID
32926,PTN1,P18031,,LYPD3,O95274,APID
32927,PTN1,P18031,,ENPP6,Q6UWR7,APID
32928,PTN1,P18031,,ZACN,Q401N2,APID
32929,PTN1,P18031,,PLTP,P55058,APID
32930,PTN1,P18031,,LYPD6,Q86Y78,APID
32931,PTN1,P18031,,HERC2,O95714,APID
32932,PTN1,P18031,,CADH1,P12830,APID
32933,PTN1,P18031,,CSCL1,O94886,APID
32934,PTN1,P18031,,TNF18,Q9UNG2,APID
32935,PTN1,P18031,,GHITM,Q9H3K2,APID
32936,PTN1,P18031,,GPR21,Q99679,APID
32937,PTN1,P18031,,C3AR,Q16581,APID
32938,PTN1,P18031,,AGRG5,Q8IZF4,APID
32939,PTN1,P18031,,F234B,A2RU67,APID
32940,PTN1,P18031,,SO6A1,Q86UG4,APID
32941,PTN1,P18031,,TM169,Q96HH4,APID
32942,PTN1,P18031,,T179B,Q7Z7N9,APID
32943,PTN1,P18031,,SMIM5,Q71RC9,APID
32944,PTN1,P18031,,C5AR2,Q9P296,APID
32945,PTN1,P18031,,TMPS3,P57727,APID
32946,PTN1,P18031,,TSN31,Q12999,APID
32947,PP2BA,Q08209,,Q81U46,Q81U46,APID
32948,PP2BA,Q08209,,UBP14,P54578,APID
32949,PP2BA,Q08209,,CP074,Q96GX8,APID
32950,PP2BA,Q08209,,U119A,Q13432,APID
32951,PP2BA,Q08209,,SHAN2,Q9UPX8,APID
32965,PP2BA,Q08209,,ALY1,P36117,APID
32966,PP2BA,Q08209,,HNRH1,P31943,APID
32967,PP2BA,Q08209,,P3H1,Q32P28,APID
32968,PP2BA,Q08209,,SETLP,P0DME0,APID
32969,PP2BA,Q08209,,MAT2B,Q9NZL9,APID
32970,PP2BA,Q08209,,NASP,P49321,APID
32971,PP2BA,Q08209,,NRDC,O43847,APID
32972,PP2BA,Q08209,,PDIA6,Q15084,APID
32973,PP2BA,Q08209,,PFD5,Q99471,APID
32975,PP2BA,Q08209,,TNPO1,Q92973,APID
32976,PP2BA,Q08209,,TSN,Q15631,APID
32977,PP2BA,Q08209,,PFD3,P61758,APID
32978,PP2BA,Q08209,,XPO5,Q9HAV4,APID
32981,PP2BA,Q08209,,ARFP1,P53367,APID
32982,PP2BA,Q08209,,ARMT1,Q9H993,APID
32983,PP2BA,Q08209,,GRB2,P62993,APID
32984,PP2BA,Q08209,,SYNJ1,Q62910,APID
32986,PP2BA,Q08209,,KCNJ8,Q63664,APID
32988,PP2BA,Q08209,,GCR,P04150,APID
32989,PP2BA,Q08209,,RXRB,P28702,APID
32990,PP2BA,Q08209,,IRF2,P14316,APID
32991,PP2BA,Q08209,,LASP1,Q14847,APID
32992,PP2BA,Q08209,,CCG8,Q8VHW5,APID
32994,PP2BA,Q08209,,NFAC1,O88942,APID
32995,PP2BA,Q08209,,AMPH,P49418,APID
32996,PP2BA,Q08209,,TENS4,Q8IZW8,APID
32997,PP2BA,Q08209,,R4GN89,R4GN89,APID
32998,PP2BA,Q08209,,GBRA1,P14867,APID
32999,PP2BA,Q08209,,GBRG2,P18507,APID
33012,PP2BA,Q08209,,MYOZ3,Q8TDC0,APID
33017,PP2BA,Q08209,,VF238,O36972,APID
33021,PP2BA,Q08209,,FBX32,Q9CPU7,APID
33022,PP2BA,Q08209,,TRAF3,Q13114,APID
33023,PP2BA,Q08209,,MTNA,Q9BV20,APID
33025,PP2BA,Q08209,,TNPO3,Q9Y5L0,APID
33026,PP2BA,Q08209,,MARH7,Q9H992,APID
33027,PP2BA,Q08209,,CEP76,Q8TAP6,APID
