,SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
33028,PP2BA,Q08209,,P53,P04637,APID
33029,PP2BA,Q08209,,TERA,P55072,APID
33031,PP2BA,Q08209,,RASF2,P50749,APID
33036,PP2BA,Q08209,,NSMA2,Q9NY59,APID
33037,PP2BA,Q08209,,KLRG2,A4D1S0,APID
33038,PP2BA,Q08209,,T200A,Q86VY9,APID
33045,SORT,Q99523,,PHC2,Q8IXK0,APID
33046,SORT,Q99523,,RM55,Q7Z7F7,APID
33048,SORT,Q99523,,ABCA7,Q8IZY2,APID
33053,SORT,Q99523,,J3KP15,J3KP15,APID
33054,SORT,Q99523,,TBA1C,Q9BQE3,APID
33055,SORT,Q99523,,PARP9,Q8IXQ6,APID
33057,SORT,Q99523,,C2CD5,Q86YS7,APID
33059,SORT,Q99523,,G5E9A6,G5E9A6,APID
33060,SORT,Q99523,,TMEM9,Q9P0T7,APID
33061,SORT,Q99523,,LTOR5,O43504,APID
33062,SORT,Q99523,,H3BS42,H3BS42,APID
33064,SORT,Q99523,,NDUB5,O43674,APID
33067,SORT,Q99523,,RFIP5,Q9BXF6,APID
33071,SORT,Q99523,,FND3A,Q9Y2H6,APID
33073,SORT,Q99523,,GPBP1,Q86WP2,APID
33080,SORT,Q99523,,G5E9S8,G5E9S8,APID
33081,SORT,Q99523,,XIAP,P98170,APID
33084,SORT,Q99523,,BAD,Q92934,APID
33086,SORT,Q99523,,UGGG2,Q9NYU1,APID
33087,SORT,Q99523,,E9PRI1,E9PRI1,APID
33088,SORT,Q99523,,WWP2,O00308,APID
33089,SORT,Q99523,,PALMD,Q9NP74,APID
33090,SORT,Q99523,,HNRPQ,O60506,APID
33091,SORT,Q99523,,UAP1,Q16222,APID
33092,SORT,Q99523,,RBM28,Q9NW13,APID
33094,SORT,Q99523,,RENT1,Q92900,APID
33095,SORT,Q99523,,DNJA4,Q8WW22,APID
33098,SORT,Q99523,,FXL19,Q6PCT2,APID
33100,SORT,Q99523,,TBB5,P07437,APID
33101,SORT,Q99523,,G3V5I9,G3V5I9,APID
33102,SORT,Q99523,,HPT,P00738,APID
33104,SORT,Q99523,,RRP44,Q9Y2L1,APID
33107,SORT,Q99523,,H0YAJ5,H0YAJ5,APID
33108,SORT,Q99523,,NSE2,Q96MF7,APID
33114,SORT,Q99523,,SIR5,Q9NXA8,APID
33115,SORT,Q99523,,DDX60,Q8IY21,APID
33116,SORT,Q99523,,H3BQM0,H3BQM0,APID
33119,SORT,Q99523,,SEN2,Q8NCE0,APID
33120,SORT,Q99523,,RET,P07949,APID
33121,SORT,Q99523,,LEMD2,Q8NC56,APID
33123,SORT,Q99523,,TCOF,Q13428,APID
33124,SORT,Q99523,,DHB4,P51659,APID
33126,SORT,Q99523,,ICE2,Q659A1,APID
33127,SORT,Q99523,,PDE12,Q6L8Q7,APID
33134,SORT,Q99523,,RAB13,P51153,APID
33135,SORT,Q99523,,COBL1,Q53SF7,APID
33139,SORT,Q99523,,PRCC,Q92733,APID
33143,SORT,Q99523,,GT2D1,Q9UHL9,APID
33144,SORT,Q99523,,PI4KA,P42356,APID
33147,SORT,Q99523,,SYYC,P54577,APID
33148,SORT,Q99523,,SSH3,Q8TE77,APID
33152,SORT,Q99523,,ICAM5,Q9UMF0,APID
33155,SORT,Q99523,,BIN3,Q9NQY0,APID
33156,SORT,Q99523,,UFSP2,Q9NUQ7,APID
33157,SORT,Q99523,,CDK2,P24941,APID
33158,SORT,Q99523,,VPP3,Q13488,APID
33159,SORT,Q99523,,P33MX,Q96A73,APID
33160,SORT,Q99523,,SSRA,P43307,APID
33163,SORT,Q99523,,APBB2,Q92870,APID
33165,SORT,Q99523,,M3K4,Q9Y6R4,APID
33167,SORT,Q99523,,SRSF2,Q01130,APID
33168,SORT,Q99523,,UBP11,P51784,APID
33169,SORT,Q99523,,MPH6,Q99547,APID
33170,SORT,Q99523,,ZCCHV,Q7Z2W4,APID
33171,SORT,Q99523,,PAPD5,Q8NDF8,APID
33172,SORT,Q99523,,ZN768,Q9H5H4,APID
33173,SORT,Q99523,,MUS81,Q96NY9,APID
33174,SORT,Q99523,,CDRT4,Q8N9R6,APID
33175,SORT,Q99523,,E1BS,P03246,APID
33176,SORT,Q99523,,UL92,P0CK56,APID
33177,SORT,Q99523,,Q2MG95,Q2MG95,APID
33178,SORT,Q99523,,Q20MH8,Q20MH8,APID
33179,SORT,Q99523,,LIPL,P11151,APID
33185,SORT,Q99523,,HAP1,P54256,APID
33186,SORT,Q99523,,NTRK2,Q63604,APID
33189,SORT,Q99523,,IRF3,Q14653,APID
33191,SORT,Q99523,,SORC1,Q8WY21,APID
33192,IFIT3,O14879,,Q8D0D4,Q8D0D4,APID
33194,IFIT3,O14879,,A4,P05067,APID
33195,IFIT3,O14879,,CDC37,Q16543,APID
33204,IFIT3,O14879,,THIO,P10599,APID
33207,IFIT3,O14879,,SRSF7,Q16629,APID
33208,IFIT3,O14879,,ROA1,P09651,APID
33209,IFIT3,O14879,,SF3B3,Q15393,APID
33212,IFIT3,O14879,,DESP,P15924,APID
33215,IFIT3,O14879,,SRSF3,P84103,APID
33216,IFIT3,O14879,,HNRPD,Q14103,APID
33217,IFIT3,O14879,,ROA3,P51991,APID
33219,IFIT3,O14879,,HNRDL,O14979,APID
33220,IFIT3,O14879,,RU17,P08621,APID
33222,IFIT3,O14879,,MOV10,Q9HCE1,APID
33226,IFIT3,O14879,,PABP1,P11940,APID
33227,IFIT3,O14879,,YBOX3,P16989,APID
33230,IFIT3,O14879,,NUCL,P19338,APID
33232,IFIT3,O14879,,TPM1,P09493,APID
33233,IFIT3,O14879,,HYM1,P32464,APID
33234,IFIT3,O14879,,Q8IZ03,Q8IZ03,APID
33236,IFIT3,O14879,,Q5VU62,Q5VU62,APID
33239,IFIT3,O14879,,AMPQ,Q6Q4G3,APID
33240,IFIT3,O14879,,Q81W18,Q81W18,APID
33241,IFIT3,O14879,,Q8CZK5,Q8CZK5,APID
33242,IFIT3,O14879,,SAP25,Q1EHW4,APID
33243,IFIT3,O14879,,APOE,P02649,APID
33248,IFIT3,O14879,,TPM3,P06753,APID
33249,IFIT3,O14879,,DEUP1,Q05D60,APID
33253,IFIT3,O14879,,SAP25,Q8TEE9,APID
33255,IFIT3,O14879,,CP2C8,P10632,APID
33258,IFIT3,O14879,,RNF32,Q9H0A6,APID
33266,IFIT3,O14879,,TRAF2,Q12933,APID
33269,IFIT3,O14879,,IKKE,Q14164,APID
33273,IFIT3,O14879,,IFNA7,P01567,APID
33275,ADAP1,O75689,,SRPK2,P78362,APID
33276,ADAP1,O75689,,PKHF2,Q9H8W4,APID
33277,ADAP1,O75689,,GOGA2,Q08379,APID
33278,ADAP1,O75689,,DVL3,Q92997,APID
33279,ADAP1,O75689,,Q6ZUH1,Q6ZUH1,APID
33280,ADAP1,O75689,,PSME3,P61289,APID
33281,ADAP1,O75689,,GA45A,P24522,APID
33282,ADAP1,O75689,,KPCZ,Q05513,APID
33283,ADAP1,O75689,,KPCI,P41743,APID
33284,ADAP1,O75689,,PURA,Q00577,APID
33285,ADAP1,O75689,,TCP4,P53999,APID
33286,ADAP1,O75689,,SRSF2,Q01130,APID
33288,ADAP1,O75689,,RS9,P46781,APID
33289,ADAP1,O75689,,KPCD1,Q15139,APID
33290,ADAP1,O75689,,AN32A,P39687,APID
33295,ADAP1,O75689,,RANB9,Q96S59,APID
33296,ADAP1,O75689,,SDCB2,Q9H190,APID
33297,ADAP1,O75689,,GSK3B,P49841,APID
33298,ADAP1,O75689,,KPCA,P17252,APID
33299,ADAP1,O75689,,KPCE,Q02156,APID
33301,ADAP1,O75689,,SUV3,Q8IYB8,APID
33303,ADAP1,O75689,,CKI1,P40233,APID
33304,SERC3,Q13530,,SURF4,O15260,APID
33305,SERC3,Q13530,,RS15,P62841,APID
33311,SERC3,Q13530,,VDAC2,P45880,APID
33312,SERC3,Q13530,,HACD3,Q9P035,APID
33313,SERC3,Q13530,,MOT1,P53985,APID
33314,SERC3,Q13530,,VDAC3,Q9Y277,APID
33315,SERC3,Q13530,,ERD22,P33947,APID
33316,SERC3,Q13530,,Q8BJI6,Q8BJI6,APID
33317,RABX5,Q9UJ41,,UBB,P0CG53,APID
33318,RABX5,Q9UJ41,,1433G,P61981,APID
33319,RABX5,Q9UJ41,,1433B,P31946,APID
33322,RABX5,Q9UJ41,,PB2,P03428,APID
33323,RABX5,Q9UJ41,,HD,P42858,APID
33324,RABX5,Q9UJ41,,SNAPN,O95295,APID
33325,RABX5,Q9UJ41,,RABE1,O35551,APID
33326,RABX5,Q9UJ41,,RBG1L,Q5R372,APID
33327,RABX5,Q9UJ41,,PSMD9,O00233,APID
33328,RABX5,Q9UJ41,,BMAL1,O00327,APID
33329,RABX5,Q9UJ41,,CLOCK,O15516,APID
33330,RABX5,Q9UJ41,,MS18B,O43482,APID
33331,RABX5,Q9UJ41,,YETS4,O95619,APID
33332,RABX5,Q9UJ41,,TFPT,P0C1Z6,APID
33333,RABX5,Q9UJ41,,MAX,P61244,APID
33334,RABX5,Q9UJ41,,GIT2,Q14161,APID
33335,RABX5,Q9UJ41,,GRAP1,Q4V328,APID
33336,RABX5,Q9UJ41,,CCD93,Q567U6,APID
33337,RABX5,Q9UJ41,,VPS53,Q5VIR6,APID
33338,RABX5,Q9UJ41,,PHLB3,Q6NSJ2,APID
33339,RABX5,Q9UJ41,,HAUS6,Q7Z4H7,APID
33340,RABX5,Q9UJ41,,DZIP3,Q86Y13,APID
33341,RABX5,Q9UJ41,,GOGA5,Q8TBA6,APID
33342,RABX5,Q9UJ41,,CCHCR,Q8TD31,APID
33343,RABX5,Q9UJ41,,PF21A,Q96BD5,APID
33344,RABX5,Q9UJ41,,THA11,Q96EK4,APID
33345,RABX5,Q9UJ41,,VPS50,Q96JG6,APID
33346,RABX5,Q9UJ41,,RPR1A,Q96P16,APID
33347,RABX5,Q9UJ41,,NUF2,Q9BZD4,APID
33348,RABX5,Q9UJ41,,NCK5L,Q9HCH0,APID
33349,RABX5,Q9UJ41,,TUFT1,Q9NNX1,APID
33350,RABX5,Q9UJ41,,HM20A,Q9NP66,APID
33351,RABX5,Q9UJ41,,RCOR1,Q9UKL0,APID
33352,RABX5,Q9UJ41,,BL1S6,Q9UL45,APID
33353,RABX5,Q9UJ41,,D3DUQ6,D3DUQ6,APID
33355,RABX5,Q9UJ41,,THIOM,Q99757,APID
33356,RABX5,Q9UJ41,,CIPC,Q9C0C6,APID
33359,RABX5,Q9UJ41,,AP1G1,O43747,APID
33364,RABX5,Q9UJ41,,MK01,P28482,APID
33365,RABX5,Q9UJ41,,RB22A,Q9UL26,APID
33367,RABX5,Q9UJ41,,ESR1,P03372,APID
33368,RABX5,Q9UJ41,,UBC,P0CH28,APID
33369,RABX5,Q9UJ41,,L1CAM,P32004,APID
33371,RABX5,Q9UJ41,,UB2D1,P51668,APID
33373,RABX5,Q9UJ41,,BIRC2,Q13490,APID
33374,RABX5,Q9UJ41,,TAXB1,Q86VP1,APID
33375,RABX5,Q9UJ41,,HOIL1,Q9BYM8,APID
33376,RABX5,Q9UJ41,,UBR1,Q8IWV7,APID
33377,RABX5,Q9UJ41,,EPN4,Q14677,APID
33378,RABX5,Q9UJ41,,TRAF2,Q12933,APID
33379,RABX5,Q9UJ41,,RNF31,Q96EP0,APID
33380,RABX5,Q9UJ41,,GAK,O14976,APID
33381,RABX5,Q9UJ41,,HERC1,Q15751,APID
33382,RABX5,Q9UJ41,,SHRPN,Q9H0F6,APID
33383,RABX5,Q9UJ41,,BACD3,Q9H3F6,APID
33384,RABX5,Q9UJ41,,VTI1B,Q9UEU0,APID
33385,RABX5,Q9UJ41,,E9PJD7,E9PJD7,APID
33386,RABX5,Q9UJ41,,OTUD5,Q96G74,APID
33387,RABX5,Q9UJ41,,HGFA,Q04756,APID
33388,RABX5,Q9UJ41,,RNF11,Q9Y3C5,APID
33389,RABX5,Q9UJ41,,KXDL1,Q9BQD3,APID
33391,RABX5,Q9UJ41,,PB2,Q67296,APID
33393,RABX5,Q9UJ41,,SLMAP,Q14BN4,APID
33394,RABX5,Q9UJ41,,RABE2,Q91WG2,APID
33395,RABX5,Q9UJ41,,CAVN1,Q6NZI2,APID
33396,RABX5,Q9UJ41,,PKN3,Q6P5Z2,APID
33397,RABX5,Q9UJ41,,TRI54,Q9BYV2,APID
33398,RABX5,Q9UJ41,,TRI15,Q9C019,APID
33399,RABX5,Q9UJ41,,DAZP2,Q15038,APID
33400,RABX5,Q9UJ41,,ZC21C,Q53FD0,APID
33401,RABX5,Q9UJ41,,Q96C32,Q96C32,APID
33403,RABX5,Q9UJ41,,RN168,Q8IYW5,APID
33404,RABX5,Q9UJ41,,AP1G2,O75843,APID
33409,RABX5,Q9UJ41,,ROCK2,O75116,APID
33410,RABX5,Q9UJ41,,TB182,Q9C0C2,APID
33411,RABX5,Q9UJ41,,DGCR6,Q14129,APID
33412,RABX5,Q9UJ41,,TEAD4,Q15561,APID
33413,RABX5,Q9UJ41,,CC183,Q5T5S1,APID
33414,RABX5,Q9UJ41,,NTRK1,P04629,APID
33415,RABX5,Q9UJ41,,CRBN,Q96SW2,APID
33416,RABX5,Q9UJ41,,TMM31,Q5JXX7,APID
33418,RABX5,Q9UJ41,,F189B,P81408,APID
33419,RABX5,Q9UJ41,,CPNE5,Q9HCH3,APID
33420,RABX5,Q9UJ41,,TNR1A,P19438,APID
33421,RABX5,Q9UJ41,,CPNE2,Q96FN4,APID
33422,RABX5,Q9UJ41,,BT3A1,O00481,APID
33423,RABX5,Q9UJ41,,EXOC1,Q9NV70,APID
33424,MP2K4,P45985,,ARRB2,P29067,APID
33427,MP2K4,P45985,,CTIP,Q99708,APID
33428,MP2K4,P45985,,ALDOB,P05062,APID
33429,MP2K4,P45985,,F16P2,O00757,APID
33436,MP2K4,P45985,,M3K12,Q12852,APID
33440,MP2K4,P45985,,M3K14,Q99558,APID
33442,MP2K4,P45985,,SH3R1,Q7Z6J0,APID
33443,MP2K4,P45985,,FLNA,Q8BTM8,APID
33446,MP2K4,P45985,,A4,P05067,APID
33449,MP2K4,P45985,,GEMI5,Q8TEQ6,APID
33450,MP2K4,P45985,,NBR1,Q14596,APID
33455,MP2K4,P45985,,O52162,O52162,APID
33459,MP2K4,P45985,,BLNK,Q8WV28,APID
33460,MP2K4,P45985,,STK4,Q13043,APID
33461,MP2K4,P45985,,CYLC2,Q14093,APID
33462,MP2K4,P45985,,STX17,P56962,APID
33463,MP2K4,P45985,,HSC20,Q8IWL3,APID
33470,MP2K4,P45985,,M3K20,Q9NYL2,APID
33475,MP2K4,P45985,,BIRC2,Q13490,APID
33476,MP2K4,P45985,,M4K2,Q12851,APID
33478,MP2K4,P45985,,MP2K6,P52564,APID
33480,MP2K4,P45985,,LRRK2,Q5S007,APID
33481,MP2K4,P45985,,GCH1,P30793,APID
33482,MP2K4,P45985,,EGFR,P00533,APID
33483,BECN1,Q14457,,GSA1,Q81YV0,APID
33484,BECN1,Q14457,,Q8UZC1,Q8UZC1,APID
33485,BECN1,Q14457,,GFI1B,Q5VTD9,APID
33490,BECN1,Q14457,,RUBCL,Q9H714,APID
33491,BECN1,Q14457,,SMC1A,Q14683,APID
33492,BECN1,Q14457,,RUBIC,Q92622,APID
33496,BECN1,Q14457,,S27A4,Q6P1M0,APID
33498,BECN1,Q14457,,SMC3,Q9UQE7,APID
33507,BECN1,Q14457,,SEH1,Q96EE3,APID
33508,BECN1,Q14457,,F120A,Q9NZB2,APID
33509,BECN1,Q14457,,UBP10,Q14694,APID
33510,BECN1,Q14457,,MIC60,Q16891,APID
33511,BECN1,Q14457,,SHLB2,Q9NR46,APID
33512,BECN1,Q14457,,TCOF,Q13428,APID
33513,BECN1,Q14457,,GYS1,P13807,APID
33516,BECN1,Q14457,,IF2P,O60841,APID
33517,BECN1,Q14457,,WDR82,Q6UXN9,APID
33518,BECN1,Q14457,,MYH9,P35579,APID
33520,BECN1,Q14457,,DHB12,Q53GQ0,APID
33523,BECN1,Q14457,,NSF,P46459,APID
33524,BECN1,Q14457,,MYL6,P60660,APID
33525,BECN1,Q14457,,TCPR1,Q7Z6L1,APID
33529,BECN1,Q14457,,FA7,P08709,APID
33531,BECN1,Q14457,,EXOC8,Q8IYI6,APID
33532,BECN1,Q14457,,RALB,P11234,APID
33534,BECN1,Q14457,,GAS7,O60861,APID
33535,BECN1,Q14457,,ING4,Q9UNL4,APID
33536,BECN1,Q14457,,GSE1,Q14687,APID
33537,BECN1,Q14457,,TRI40,Q6P9F5,APID
33539,BECN1,Q14457,,VMP1,Q91ZQ0,APID
33540,BECN1,Q14457,,RINT1,Q6NUQ1,APID
33543,BECN1,Q14457,,RBX1,P62877,APID
33544,BECN1,Q14457,,DDB1,Q16531,APID
33545,BECN1,Q14457,,RB39A,Q14964,APID
33546,BECN1,Q14457,,RB39B,Q96DA2,APID
33547,BECN1,Q14457,,BTK,Q06187,APID
33548,BECN1,Q14457,,YES,P07947,APID
33549,BECN1,Q14457,,LSM3,P62310,APID
33550,BECN1,Q14457,,TRIB1,Q96RU8,APID
33551,BECN1,Q14457,,NGDN,Q8NEJ9,APID
33552,BECN1,Q14457,,MDN1,Q9NU22,APID
33553,BECN1,Q14457,,E7ETY2,E7ETY2,APID
33556,BECN1,Q14457,,P63,Q9H3D4,APID
33557,BECN1,Q14457,,Q2GJL5,Q2GJL5,APID
33558,BECN1,Q14457,,NEF,P03407,APID
33559,BECN1,Q14457,,GAPR1,Q9H4G4,APID
33560,BECN1,Q14457,,NBAS,A2RRP1,APID
33561,BECN1,Q14457,,ZW10,O43264,APID
33562,BECN1,Q14457,,STX18,Q9P2W9,APID
33563,BECN1,Q14457,,COPB2,P35606,APID
33565,BECN1,Q14457,,PK3C3,O88763,APID
33567,BECN1,Q14457,,K1C18,P05783,APID
33568,BECN1,Q14457,,PK3C3,Q6PF93,APID
33569,BECN1,Q14457,,DAB2,P98078,APID
33570,BECN1,Q14457,,DAB2,P98082,APID
33573,BECN1,Q14457,,TNAP3,P21580,APID
33575,BECN1,Q14457,,ITCH,Q96J02,APID
33578,BECN1,Q14457,,EXOC2,Q96KP1,APID
33580,BECN1,Q14457,,DACT1,Q9NYF0,APID
33582,BECN1,Q14457,,UBP18,Q9UMW8,APID
33583,BECN1,Q14457,,EFTU,P49411,APID
33584,BECN1,Q14457,,P53,P04637,APID
33587,BECN1,Q14457,,POLG,Q99IB8,APID
33594,BECN1,Q14457,,EXOC2,O54921,APID
33595,BECN1,Q14457,,EXOC4,Q96A65,APID
33597,BECN1,Q14457,,DESP,P15924,APID
33599,BECN1,Q14457,,D6PAV9,D6PAV9,APID
33600,BECN1,Q14457,,PLEC,Q15149,APID
33601,BECN1,Q14457,,TNC18,O15417,APID
33602,BECN1,Q14457,,P89884,P89884,APID
33605,BECN1,Q14457,,SLAF1,Q9QUM4,APID
33607,BECN1,Q14457,,WASH1,A8K0Z3,APID
33608,BECN1,Q14457,,BAKOR,Q8CDJ3,APID
33609,BECN1,Q14457,,FRS2,Q8WU20,APID
33610,BECN1,Q14457,,SHD,Q96IW2,APID
33611,BECN1,Q14457,,XPO1,Q6P5F9,APID
33612,BECN1,Q14457,,SGF29,Q96ES7,APID
33615,BECN1,Q14457,,VIME,P31000,APID
33616,BECN1,Q14457,,BECN1,O88597,APID
33621,BECN1,Q14457,,PRKN,O60260,APID
33622,BECN1,Q14457,,RING2,Q99496,APID
33623,BECN1,Q14457,,CAF1A,Q13111,APID
33625,BECN1,Q14457,,DC1I1,O14576,APID
33627,BECN1,Q14457,,HERC5,Q9UII4,APID
33628,BECN1,Q14457,,UVRAG,Q8K245,APID
33629,BECN1,Q14457,,NALP2,Q9NX02,APID
33631,BECN1,Q14457,,FBRL,P35550,APID
33632,BECN1,Q14457,,SEP11,Q8C1B7,APID
33633,BECN1,Q14457,,RN216,Q9NWF9,APID
33635,BECN1,Q14457,,RO52,P19474,APID
33637,BECN1,Q14457,,SYCE1,Q8N0S2,APID
33638,KTNB1,Q9BVA0,,TGFR1,P36897,APID
33646,KTNB1,Q9BVA0,,ADIP,Q9Y2D8,APID
33649,KTNB1,Q9BVA0,,SH3K1,Q96B97,APID
33655,KTNB1,Q9BVA0,,KTBL1,Q9H079,APID
33657,KTNB1,Q9BVA0,,PFD2,Q9UHV9,APID
33658,KTNB1,Q9BVA0,,PDCL3,Q9H2J4,APID
33660,KTNB1,Q9BVA0,,TCPB,P78371,APID
33661,KTNB1,Q9BVA0,,TCPE,P48643,APID
33663,SKP1,P63208,,Q7ARD3,Q7ARD3,APID
33668,SKP1,P63208,,O44382,O44382,APID
33671,SKP1,P63208,,D3DR86,D3DR86,APID
33677,SKP1,P63208,,YBOX1,P67809,APID
33687,SKP1,P63208,,CCD22,O60826,APID
33699,SKP1,P63208,,MYCB2,O75592,APID
33700,SKP1,P63208,,MTUS1,Q9ULD2,APID
33703,SKP1,P63208,,FBX38,Q6PIJ6,APID
33704,SKP1,P63208,,BCORL,Q5H9F3,APID
33706,SKP1,P63208,,ARHG7,Q14155,APID
33710,SKP1,P63208,,EMAL4,Q9HC35,APID
33711,SKP1,P63208,,ARHG6,Q15052,APID
33714,SKP1,P63208,,F172A,Q8WUF8,APID
33718,SKP1,P63208,,RBM14,Q96PK6,APID
33719,SKP1,P63208,,PSA4,P25789,APID
33726,SKP1,P63208,,GIT1,Q9Y2X7,APID
33728,SKP1,P63208,,CKAP4,Q07065,APID
33730,SKP1,P63208,,NDC80,O14777,APID
33731,SKP1,P63208,,DYL1,P63167,APID
33733,SKP1,P63208,,CCDC8,Q9H0W5,APID
33737,SKP1,P63208,,A0A0B4J1Y2,A0A0B4J1Y2,APID
33740,SKP1,P63208,,DD19B,Q9UMR2,APID
33746,SKP1,P63208,,FBX16,Q8IX29,APID
33748,SKP1,P63208,,Q6TVJ7,Q6TVJ7,APID
33749,SKP1,P63208,,Q6TVJ4,Q6TVJ4,APID
33750,SKP1,P63208,,CEP68,Q76N32,APID
33751,SKP1,P63208,,ETV6,P41212,APID
33752,SKP1,P63208,,MED6,O75586,APID
33757,SKP1,P63208,,SCNND,P51172,APID
33759,SKP1,P63208,,FBXL8,Q8CIG9,APID
33768,SKP1,P63208,,PRGC1,Q9UBK2,APID
33769,SKP1,P63208,,EMAL3,Q32P44,APID
33772,SKP1,P63208,,ZEP2,P31629,APID
33773,SKP1,P63208,,UBP7,Q93009,APID
33775,SKP1,P63208,,BHE40,O14503,APID
33776,SKP1,P63208,,EM55,Q00013,APID
33777,SKP1,P63208,,PTAR1,Q7Z6K3,APID
33779,SKP1,P63208,,ZEP1,P15822,APID
33781,SKP1,P63208,,XIAP,P98170,APID
33782,SKP1,P63208,,SPRY3,Q8NCJ5,APID
33785,SKP1,P63208,,SNX18,Q96RF0,APID
33788,SKP1,P63208,,MORC4,Q8TE76,APID
33789,SKP1,P63208,,DEDD,O75618,APID
33791,SKP1,P63208,,GIT2,Q14161,APID
33792,SKP1,P63208,,ARI1,Q9Y4X5,APID
33794,SKP1,P63208,,VPU,P05919,APID
33796,SKP1,P63208,,RDRP,P03431,APID
33797,SKP1,P63208,,Q20MH4,Q20MH4,APID
33798,SKP1,P63208,,NEP,Q0A2H1,APID
33799,SKP1,P63208,,Q2PJP1,Q2PJP1,APID
33800,SKP1,P63208,,Q3SBS5,Q3SBS5,APID
33801,SKP1,P63208,,Q14901,Q14901,APID
33803,SKP1,P63208,,POLG,Q99IB8,APID
33822,SKP1,P63208,,PP1A,P62136,APID
33823,SKP1,P63208,,PP1G,P36873,APID
33825,SKP1,P63208,,AMER1,Q5JTC6,APID
33837,SKP1,P63208,,CDC23,Q8BGZ4,APID
33838,SKP1,P63208,,DOT1L,Q8TEK3,APID
33839,SKP1,P63208,,AF10,P55197,APID
33840,SKP1,P63208,,AF9,P42568,APID
33841,SKP1,P63208,,ENL,Q03111,APID
33845,SKP1,P63208,,Q77M19,Q77M19,APID
33851,SKP1,P63208,,CCDC6,Q16204,APID
33852,SKP1,P63208,,FBXL3,Q8C4V4,APID
33853,SKP1,P63208,,FXL21,Q8BFZ4,APID
33854,SKP1,P63208,,LTOR5,O43504,APID
33857,SKP1,P63208,,LATS2,Q7TSJ6,APID
33858,SKP1,P63208,,CDC37,Q16543,APID
33861,SKP1,P63208,,PAK2,Q13177,APID
33866,SKP1,P63208,,RIPK4,P57078,APID
33869,SKP1,P63208,,CBX4,O00257,APID
33870,SKP1,P63208,,CBX8,Q9HC52,APID
33871,SKP1,P63208,,MAX,P61244,APID
33872,SKP1,P63208,,RING1,Q06587,APID
33877,SKP1,P63208,,MEOX2,P50222,APID
33878,SKP1,P63208,,FBX48,Q5FWF7,APID
33881,SKP1,P63208,,A26L1,Q96IX9,APID
33883,SKP1,P63208,,CSN1,Q13098,APID
33884,SKP1,P63208,,RPA34,O15446,APID
33885,SKP1,P63208,,ANKH1,Q8IWZ3,APID
33886,SKP1,P63208,,Q6TVJ2,Q6TVJ2,APID
33887,SKP1,P63208,,Q6TVJ1,Q6TVJ1,APID
33889,SKP1,P63208,,Q6TVW2,Q6TVW2,APID
33892,SKP1,P63208,,ARF1,P84077,APID
33894,SKP1,P63208,,BMAL1,O00327,APID
33897,SKP1,P63208,,FBX2,Q80UW2,APID
33898,SKP1,P63208,,CK5P2,Q96SN8,APID
33900,SKP1,P63208,,CDK9,P50750,APID
33902,SKP1,P63208,,NIPA,Q86WB0,APID
33906,SKP1,P63208,,RU17,P08621,APID
33916,SKP1,P63208,,CXB2,P29033,APID
33929,SKP1,P63208,,MAGAB,P43364,APID
33933,SKP1,P63208,,CSN3,Q9UNS2,APID
33939,SKP1,P63208,,GHR,P10912,APID
33943,SKP1,P63208,,SF3B3,Q15393,APID
33944,SKP1,P63208,,LATS2,Q9NRM7,APID
33945,SKP1,P63208,,FXL21,Q9UKT6,APID
33946,SKP1,P63208,,MTSS1,O43312,APID
33951,SKP1,P63208,,SKP2,Q9Z0Z3,APID
33952,SKP1,P63208,,NUAK1,O60285,APID
33956,SKP1,P63208,,GCP3,Q96CW5,APID
33958,SKP1,P63208,,SOSB1,Q9BQ15,APID
33959,SKP1,P63208,,SUZ12,Q15022,APID
33960,SKP1,P63208,,EED,O75530,APID
33966,SKP1,P63208,,MYPT2,O60237,APID
33967,SKP1,P63208,,PTEN,P60484,APID
33971,SKP1,P63208,,FBX24,O75426,APID
33977,SKP1,P63208,,DRG2,P55039,APID
33978,SKP1,P63208,,SLBP,Q14493,APID
33979,SKP1,P63208,,SUN2,Q9UH99,APID
33985,UB2L3,P68036,,RN125,Q96EQ8,APID
33986,UB2L3,P68036,,R113B,Q8IZP6,APID
33988,UB2L3,P68036,,TRI18,O15344,APID
33990,UB2L3,P68036,,OSPG,Q99PZ6,APID
33991,UB2L3,P68036,,EIF1B,O60739,APID
33992,UB2L3,P68036,,PINX1,Q96BK5,APID
33995,UB2L3,P68036,,41,P11171,APID
33996,UB2L3,P68036,,AAKB1,Q9Y478,APID
33997,UB2L3,P68036,,AURKA,O14965,APID
33998,UB2L3,P68036,,MK06,Q16659,APID
34003,UB2L3,P68036,,SOPA,Q8ZNR3,APID
34007,UB2L3,P68036,,FOS,P01100,APID
34008,UB2L3,P68036,,P53,P02340,APID
34010,UB2L3,P68036,,TF65,Q04206,APID
34014,UB2L3,P68036,,ZPR1,O75312,APID
34036,UB2L3,P68036,,MKRN3,Q13064,APID
34039,UB2L3,P68036,,DTX3,Q8N9I9,APID
34040,UB2L3,P68036,,RL19,P84098,APID
34041,UB2L3,P68036,,FINC,P02751,APID
34043,UB2L3,P68036,,PRKN,O60260,APID
34046,UB2L3,P68036,,NFKB1,P19838,APID
34047,UB2L3,P68036,,JUN,P05412,APID
