SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
STAT1,P42224,,TLR8,Q9NR97,STRING
STAT1,P42224,,CCL3,P10147,STRING
STAT1,P42224,,IL10RA,Q13651,STRING
STAT1,P42224,,CD69,Q07108,STRING
STAT1,P42224,,IL23A,Q9NPF7,STRING
STAT1,P42224,,MCM3,P25205,STRING
STAT1,P42224,,IL12B,P29460,STRING
STAT1,P42224,,AHR,P35869,STRING
STAT1,P42224,,TRAF2,Q12933,STRING
STAT1,P42224,,CCL4,P13236,STRING
STAT1,P42224,,EGLN3,Q9H6Z9,STRING
STAT1,P42224,,CDK4,P11802,STRING
STAT1,P42224,,RIPK1,Q13546,STRING
STAT1,P42224,,IL18BP,O95998,STRING
STAT1,P42224,,IL12RB2,Q99665,STRING
STAT1,P42224,,DNAJA3,Q96EY1,STRING
STAT1,P42224,,PIAS4,Q8N2W9,STRING
STAT1,P42224,,TYRO3,Q06418,STRING
STAT1,P42224,,SMARCA2,P51531,STRING
STAT1,P42224,,IL22RA1,Q8N6P7,STRING
STAT1,P42224,,IL9,P15248,STRING
STAT1,P42224,,IL10RB,Q08334,STRING
STAT1,P42224,,CCR5,P51681,STRING
STAT1,P42224,,SLMAP,Q14BN4,STRING
STAT1,P42224,,CCR1,P32246,STRING
STAT1,P42224,,IL15,P40933,STRING
STAT1,P42224,,AXL,P30530,STRING
STAT1,P42224,,FADD,Q13158,STRING
STAT1,P42224,,IL12A,P29459,STRING
STAT1,P42224,,SOCS5,O75159,STRING
STAT1,P42224,,BMX,P51813,STRING
STAT1,P42224,,CYLD,Q9NQC7,STRING
STAT1,P42224,,EIF1AD,Q8N9N8,STRING
STAT1,P42224,,CAMK2G,Q13555,STRING
STAT1,P42224,,IL23R,Q5VWK5,STRING
STAT1,P42224,,UBE2I,P63279,STRING
STAT1,P42224,,IL22,Q9GZX6,STRING
STAT1,P42224,,PRMT3,O60678,STRING
STAT1,P42224,,UBA7,P41226,STRING
STAT1,P42224,,IL17F,Q96PD4,STRING
STAT1,P42224,,IL6ST,P40189,STRING
STAT1,P42224,,SOCS2,O14508,STRING
STAT1,P42224,,CAMK2D,Q13557,STRING
STAT1,P42224,,TRIM24,O15164,STRING
STAT1,P42224,,SOCS4,Q8WXH5,STRING
STAT1,P42224,,KPNA1,P52294,STRING
STAT1,P42224,,PRKAA1,Q13131,STRING
STAT1,P42224,,WARS,P23381,STRING
STAT1,P42224,,IL27,Q8NEV9,STRING
STAT1,P42224,,SMARCA4,P51532,STRING
STAT1,P42224,,PCBP2,Q15366,STRING
STAT1,P42224,,CUX1,P39880,STRING
STAT1,P42224,,ZNF148,Q9UQR1,STRING
CXCL9,Q07325,,STAT3,P40763,STRING
CXCL9,Q07325,,STAT1,P42224,STRING
FGFR1OP,O95684,,STAT1,P42224,STRING
IKBKE,Q14164,,STAT3,P40763,STRING
IKBKE,Q14164,,STAT1,P42224,STRING
FASLG,P48023,,TBX21,Q9UL17,STRING
FASLG,P48023,,GZMB,P10144,STRING
FASLG,P48023,,IL12B,P29460,STRING
FASLG,P48023,,NMI,Q13287,STRING
FASLG,P48023,,IRF1,P10914,STRING
FASLG,P48023,,IL12RB2,Q99665,STRING
FASLG,P48023,,ITGAX,P20702,STRING
FASLG,P48023,,CCR5,P51681,STRING
FASLG,P48023,,IL12A,P29459,STRING
FASLG,P48023,,CXCL9,Q07325,STRING
FCGR3A,P08637,,STAT1,P42224,STRING
FCGR3A,P08637,,FASLG,P48023,STRING
DMBT1,Q9UGM3,,STAT6,P42226,STRING
DMBT1,Q9UGM3,,STAT1,P42224,STRING
LMO4,P61968,,STAT3,P40763,STRING
LMO4,P61968,,STAT1,P42224,STRING
MPL,P40238,,STAT3,P40763,STRING
MPL,P40238,,STAT1,P42224,STRING
KPNA6,O60684,,STAT3,P40763,STRING
KPNA6,O60684,,STAT1,P42224,STRING
CXCR3,P49682,,STAT1,P42224,STRING
CXCR3,P49682,,FASLG,P48023,STRING
PSMB9,P28065,,STAT1,P42224,STRING
TNFSF13B,Q9Y275,,STAT1,P42224,STRING
FOXP3,Q9BZS1,,STAT3,P40763,STRING
FOXP3,Q9BZS1,,STAT6,P42226,STRING
FOXP3,Q9BZS1,,STAT1,P42224,STRING
TNFRSF1B,P20333,,STAT1,P42224,STRING
CD274,Q9NZQ7,,STAT3,P40763,STRING
CD274,Q9NZQ7,,STAT1,P42224,STRING
PRLR,P16471,,STAT3,P40763,STRING
PRLR,P16471,,STAT1,P42224,STRING
PSME1,Q06323,,STAT1,P42224,STRING
ZMYM2,Q9UBW7,,STAT3,P40763,STRING
ZMYM2,Q9UBW7,,STAT1,P42224,STRING
LRRFIP1,Q32MZ4,,STAT3,P40763,STRING
LRRFIP1,Q32MZ4,,STAT1,P42224,STRING
PIAS3,Q9Y6X2,,STAT3,P40763,STRING
PIAS3,Q9Y6X2,,STAT6,P42226,STRING
PIAS3,Q9Y6X2,,STAT1,P42224,STRING
CIAPIN1,Q6FI81,,STAT1,P42224,STRING
CAMK2B,Q13554,,STAT1,P42224,STRING
IRF9,Q00978,,STAT6,P42226,STRING
SOCS6,O14544,,STAT3,P40763,STRING
SOCS6,O14544,,STAT1,P42224,STRING
MAP2K7,O14733,,STAT1,P42224,STRING
CAMK2A,Q9UQM7,,STAT1,P42224,STRING
IFITM3,Q01628,,STAT3,P40763,STRING
CSF2RB,P32927,,STAT3,P40763,STRING
CSF2RB,P32927,,STAT1,P42224,STRING
IFI30,P13284,,STAT1,P42224,STRING
CPSF6,Q16630,,STAT3,P40763,STRING
CPSF6,Q16630,,STAT1,P42224,STRING
IL12RB1,P42701,,STAT3,P40763,STRING
IL12RB1,P42701,,STAT6,P42226,STRING
IL12RB1,P42701,,STAT1,P42224,STRING
IL12RB1,P42701,,FASLG,P48023,STRING
PRMT1,Q99873,,STAT1,P42224,STRING
MUC4,Q99102,,STAT1,P42224,STRING
IRGM,A1A4Y4,,STAT1,P42224,STRING
SOCS7,O14512,,STAT1,P42224,STRING
PIAS2,O75928,,STAT3,P40763,STRING
PIAS2,O75928,,STAT6,P42226,STRING
PIAS2,O75928,,STAT1,P42224,STRING
STAT3,P40763,,SALL4,Q9UJQ4,STRING
STAT3,P40763,,LBP,P18428,STRING
STAT3,P40763,,PAG1,Q9NWQ8,STRING
STAT3,P40763,,RELB,Q01201,STRING
STAT3,P40763,,NAMPT,P43490,STRING
STAT3,P40763,,LDHB,P07195,STRING
STAT3,P40763,,SELL,P14151,STRING
STAT3,P40763,,BHLHE41,Q9C0J9,STRING
STAT3,P40763,,LIN28A,Q9H9Z2,STRING
STAT3,P40763,,HNF1A,P20823,STRING
STAT3,P40763,,CCT7,Q99832,STRING
STAT3,P40763,,BRD4,O60885,STRING
SCAP,Q12770,,STAT3,P40763,STRING
IDE,P14735,,STAT3,P40763,STRING
DAXX,Q9UER7,,STAT3,P40763,STRING
SETDB1,Q15047,,STAT3,P40763,STRING
EPHA5,P54756,,STAT3,P40763,STRING
SETD7,Q8WTS6,,STAT3,P40763,STRING
OSMR,Q99650,,STAT3,P40763,STRING
CCT6A,P40227,,STAT3,P40763,STRING
CCT5,P48643,,STAT3,P40763,STRING
NIPBL,Q6KC79,,STAT3,P40763,STRING
BANP,Q8N9N5,,STAT3,P40763,STRING
CCT8,P50990,,STAT3,P40763,STRING
ZNF281,Q9Y2X9,,STAT3,P40763,STRING
FCGR3B,O75015,,STAT3,P40763,STRING
CCT3,P49368,,STAT3,P40763,STRING
WDFY3,Q8IZQ1,,STAT3,P40763,STRING
TSHR,P16473,,STAT3,P40763,STRING
CCT2,P78371,,STAT3,P40763,STRING
STAT6,P42226,,SELL,P14151,STRING
PELP1,Q8IZL8,,STAT3,P40763,STRING
CCL11,P51671,,STAT3,P40763,STRING
CCL11,P51671,,STAT6,P42226,STRING
KLF11,O14901,,STAT3,P40763,STRING
EIF2AK3,Q9NZJ5,,STAT3,P40763,STRING
TBX5,Q99593,,STAT3,P40763,STRING
CD46,P15529,,STAT3,P40763,STRING
HIC1,Q14526,,STAT3,P40763,STRING
IL1RAP,Q9NPH3,,STAT3,P40763,STRING
CSH1,P0DML2,,STAT3,P40763,STRING
TCP1,P17987,,STAT3,P40763,STRING
STAP2,Q9UGK3,,STAT3,P40763,STRING
IL17RA,Q96F46,,STAT3,P40763,STRING
SH2B1,Q9NRF2,,STAT3,P40763,STRING
SOX2,P48431,,STAT3,P40763,STRING
FZD2,Q14332,,STAT3,P40763,STRING
LASP1,Q14847,,STAT3,P40763,STRING
CCT6B,Q92526,,STAT3,P40763,STRING
SOX1,O00570,,STAT3,P40763,STRING
NDN,Q99608,,STAT3,P40763,STRING
RBM8A,Q9Y5S9,,STAT3,P40763,STRING
EPHA3,P29320,,STAT3,P40763,STRING
IL21R,Q9HBE5,,STAT3,P40763,STRING
FOXG1,P55316,,STAT3,P40763,STRING
TSLP,Q969D9,,STAT3,P40763,STRING
USP7,Q93009,,STAT3,P40763,STRING
BMF,Q96LC9,,STAT3,P40763,STRING
PIWIL2,Q8TC59,,STAT3,P40763,STRING
SPTBN1,Q01082,,STAT3,P40763,STRING
DOK3,Q7L591,,STAT3,P40763,STRING
DNMT1,P26358,,STAT3,P40763,STRING
INPP5F,Q9Y2H2,,STAT3,P40763,STRING
FASLG,P48023,,TNFRSF10A,O00220,STRING
FASLG,P48023,,SELL,P14151,STRING
FASLG,P48023,,VMP1,Q96GC9,STRING
FASLG,P48023,,DAXX,Q9UER7,STRING
FASLG,P48023,,FCGR3B,O75015,STRING
FASLG,P48023,,IL7R,P16871,STRING
FASLG,P48023,,CD5,P06127,STRING
EFNA1,P20827,,STAT3,P40763,STRING
S100A9,P06702,,STAT3,P40763,STRING
CHUK,O15111,,STAT3,P40763,STRING
CHUK,O15111,,FASLG,P48023,STRING
ROR1,Q01973,,STAT3,P40763,STRING
NCOA3,Q9Y6Q9,,STAT6,P42226,STRING
CDK9,P50750,,STAT3,P40763,STRING
MAFB,Q9Y5Q3,,STAT3,P40763,STRING
PIM1,P11309,,STAT3,P40763,STRING
HDAC8,Q9BY41,,STAT3,P40763,STRING
KLF5,Q13887,,STAT3,P40763,STRING
NR0B1,P51843,,STAT3,P40763,STRING
ARNTL,O00327,,STAT3,P40763,STRING
SFTPB,P07988,,STAT3,P40763,STRING
CCT4,P50991,,STAT3,P40763,STRING
NFATC2,Q13469,,FASLG,P48023,STRING
IKBKB,O14920,,STAT3,P40763,STRING
IKBKB,O14920,,FASLG,P48023,STRING
TFF3,Q07654,,STAT6,P42226,STRING
STAT6,P42226,,CCL17,Q92583,STRING
STAT6,P42226,,COL1A1,P02452,STRING
STAT6,P42226,,AICDA,Q9GZX7,STRING
STAT6,P42226,,DSTN,P60981,STRING
STAT6,P42226,,KDM6B,O15054,STRING
STAT6,P42226,,RNF128,Q8TEB7,STRING
STAT6,P42226,,NUBP2,Q9Y5Y2,STRING
STAT6,P42226,,SELP,P16109,STRING
STAT6,P42226,,FCER2,P06734,STRING
STAT6,P42226,,TXK,P42681,STRING
STAT6,P42226,,PPM1G,O15355,STRING
STAT6,P42226,,THY1,P04216,STRING
STAT6,P42226,,ALOX15,P16050,STRING
STAT6,P42226,,EOMES,O95936,STRING
STAT6,P42226,,COL1A2,P08123,STRING
SSSCA1,O60232,,STAT6,P42226,STRING
KDM3A,Q9Y4C1,,STAT6,P42226,STRING
AACS,Q86V21,,STAT6,P42226,STRING
EEF1A1,P68104,,STAT6,P42226,STRING
TMEM173,Q86WV6,,STAT6,P42226,STRING
LITAF,Q99732,,STAT6,P42226,STRING
SND1,Q7KZF4,,STAT6,P42226,STRING
IGBP1,P78318,,STAT6,P42226,STRING
PIGR,P01833,,STAT6,P42226,STRING
RAD23B,P54727,,STAT6,P42226,STRING
AHCYL1,O43865,,STAT6,P42226,STRING
IL13RA1,P78552,,STAT6,P42226,STRING
PSAT1,Q9Y617,,STAT6,P42226,STRING
GART,P22102,,STAT6,P42226,STRING
SRXN1,Q9BYN0,,STAT6,P42226,STRING
PDCD1LG2,Q9BQ51,,STAT6,P42226,STRING
SEC24A,O95486,,STAT6,P42226,STRING
OPRM1,P35372,,STAT6,P42226,STRING
CCR3,P51677,,STAT6,P42226,STRING
TUBA4A,P68366,,GABARAPL2,P60520,STRING
TUBA4A,P68366,,GZMB,P10144,STRING
TUBA4A,P68366,,EEF1A2,Q05639,STRING
TUBA4A,P68366,,NCALD,P61601,STRING
TUBA4A,P68366,,GAPDHS,O14556,STRING
TUBA4A,P68366,,RCVRN,P35243,STRING
TUBA4A,P68366,,HSPA8,P11142,STRING
TUBA4A,P68366,,TTL,Q8NG68,STRING
TUBA4A,P68366,,DNAH6,Q9C0G6,STRING
TUBA4A,P68366,,TBCC,Q15814,STRING
DNHD1,Q96M86,,TUBA4A,P68366,STRING
PGFRA,P16234,,TUBA4A,P68366,STRING
IDH1,O75874,,TUBA4A,P68366,STRING
DNAH3,Q8TD57,,TUBA4A,P68366,STRING
PFDN1,O60925,,TUBA4A,P68366,STRING
RND3,P61587,,TUBA4A,P68366,STRING
CAD,P27708,,TUBA4A,P68366,STRING
VDAC1,P21796,,TUBA4A,P68366,STRING
TTLL1,O95922,,TUBA4A,P68366,STRING
GABARAPL1,Q9H0R8,,TUBA4A,P68366,STRING
MAP1LC3B,Q9GZQ8,,TUBA4A,P68366,STRING
DYNC1LI1,Q9Y6G9,,TUBA4A,P68366,STRING
CCT6A,P40227,,TUBA4A,P68366,STRING
CCT5,P48643,,TUBA4A,P68366,STRING
VBP1,P61758,,TUBA4A,P68366,STRING
CCT8,P50990,,TUBA4A,P68366,STRING
CCT3,P49368,,TUBA4A,P68366,STRING
CCT2,P78371,,TUBA4A,P68366,STRING
MAP1A,P78559,,TUBA4A,P68366,STRING
GABARAP,O95166,,TUBA4A,P68366,STRING
CALB2,P22676,,TUBA4A,P68366,STRING
DNAH7,Q8WXX0,,TUBA4A,P68366,STRING
DNAH12,Q6ZR08,,TUBA4A,P68366,STRING
RAB8B,Q92930,,TUBA4A,P68366,STRING
POLR2B,P30876,,TUBA4A,P68366,STRING
TCP1,P17987,,TUBA4A,P68366,STRING
RUVBL1,Q9Y265,,TUBA4A,P68366,STRING
HSPH1,Q92598,,TUBA4A,P68366,STRING
PKM,P14618,,TUBA4A,P68366,STRING
CCT6B,Q92526,,TUBA4A,P68366,STRING
HDAC6,Q9UBN7,,TUBA4A,P68366,STRING
PFDN5,Q99471,,TUBA4A,P68366,STRING
TNPO1,Q92973,,TUBA4A,P68366,STRING
STMN4,Q9H169,,TUBA4A,P68366,STRING
TBCD,Q9BTW9,,TUBA4A,P68366,STRING
CCDC88B,A6NC98,,TUBA4A,P68366,STRING
MLP3C,Q9BXW4,,TUBA4A,P68366,STRING
TPPP,O94811,,TUBA4A,P68366,STRING
ZNF148,Q9UQR1,,TUBA4A,P68366,STRING
TBCE,Q15813,,TUBA4A,P68366,STRING
HBS1L,Q9Y450,,TUBA4A,P68366,STRING
PFDN2,Q9UHV9,,TUBA4A,P68366,STRING
GABPB2,Q8TAK5,,TUBA4A,P68366,STRING
PFDN4,Q9NQP4,,TUBA4A,P68366,STRING
PFDN6,O15212,,TUBA4A,P68366,STRING
MAP1LC3A,Q9H492,,TUBA4A,P68366,STRING
HSPA1A,P0DMV8,,TUBA4A,P68366,STRING
TTLL9,Q3SXZ7,,TUBA4A,P68366,STRING
RHOBTB3,O94955,,TUBA4A,P68366,STRING
TBCA,O75347,,TUBA4A,P68366,STRING
DNAH2,Q9P225,,TUBA4A,P68366,STRING
CCT4,P50991,,TUBA4A,P68366,STRING
ATG4B,Q9Y4P1,,TUBA4A,P68366,STRING
DNAH10,Q8IVF4,,TUBA4A,P68366,STRING
KIF5C,O60282,,TUBA4A,P68366,STRING
DNAH1,Q9P2D7,,TUBA4A,P68366,STRING
MDH1,P40925,,TUBA4A,P68366,STRING
RND2,P52198,,TUBA4A,P68366,STRING
FASLG,P48023,,RIPK3,Q9Y572,STRING
FASLG,P48023,,GZMH,P20718,STRING
FASLG,P48023,,BIRC2,Q13490,STRING
FASLG,P48023,,PIN1,Q13526,STRING
FASLG,P48023,,ADAM10,O14672,STRING
FASLG,P48023,,GNLY,P22749,STRING
FASLG,P48023,,ABCB1,P08183,STRING
FASLG,P48023,,CD27,P26842,STRING
FASLG,P48023,,FCGR2A,P12318,STRING
FASLG,P48023,,GZMA,P12544,STRING
FASLG,P48023,,CD8A,P01732,STRING
FASLG,P48023,,NCR1,O76036,STRING
FASLG,P48023,,SRGAP2,O75044,STRING
FASLG,P48023,,NFATC3,Q12968,STRING
FASLG,P48023,,CXCR6,O00574,STRING
FASLG,P48023,,PRF1,P14222,STRING
FASLG,P48023,,EGR3,Q06889,STRING
FASLG,P48023,,BID,P55957,STRING
FASLG,P48023,,CD28,P10747,STRING
FASLG,P48023,,KLRD1,Q13241,STRING
FASLG,P48023,,SMPD1,P17405,STRING
FASLG,P48023,,TNFRSF10C,O14798,STRING
FASLG,P48023,,KLRC1,P26715,STRING
FASLG,P48023,,CD247,P20963,STRING
CD2,P06729,,FASLG,P48023,STRING
SLK,Q9H2G2,,FASLG,P48023,STRING
TNFRSF9,Q07011,,FASLG,P48023,STRING
SUMO1,P63165,,FASLG,P48023,STRING
SATB1,Q01826,,FASLG,P48023,STRING
PRG4,Q92954,,FASLG,P48023,STRING
UBE2L3,P68036,,HEBP1,Q9NRV9,STRING
UBE2L3,P68036,,ANAPC15,P60006,STRING
UBE2L3,P68036,,BIRC2,Q13490,STRING
UBE2L3,P68036,,SNX3,O60493,STRING
UBE2L3,P68036,,NR3C1,P04150,STRING
UBE2L3,P68036,,DAZAP1,Q96EP5,STRING
UBE2L3,P68036,,HSPE1,P61604,STRING
UBE2L3,P68036,,RNF103,O00237,STRING
UBE2L3,P68036,,UFM1,P61960,STRING
UBE2L3,P68036,,RNF11,Q9Y3C5,STRING
UBE2L3,P68036,,MOCS3,O95396,STRING
UBE2L3,P68036,,UBA2,Q9UBT2,STRING
UBE2L3,P68036,,SUGP1,Q8IWZ8,STRING
UBE2L3,P68036,,PIAS1,O75925,STRING
UBE2L3,P68036,,CUL9,Q8IWT3,STRING
UBE2L3,P68036,,RNF122,Q9H9V4,STRING
UBE2L3,P68036,,MRPL53,Q96EL3,STRING
UBE2L3,P68036,,RNF38,Q9H0F5,STRING
UBE2L3,P68036,,BARD1,Q99728,STRING
UBE2L3,P68036,,SMAD7,O15105,STRING
UBE2L3,P68036,,PIAS4,Q8N2W9,STRING
UBE2L3,P68036,,BIRC3,Q13489,STRING
UBE2L3,P68036,,CBL,P22681,STRING
UBE2L3,P68036,,RAB10,P61026,STRING
UBE2L3,P68036,,RAD18,Q9NS91,STRING
UBE2L3,P68036,,ANKIB1,Q9P2G1,STRING
UBE2L3,P68036,,MARCH9,Q86YJ5,STRING
UBE2L3,P68036,,FANCM,Q8IYD8,STRING
UBE2L3,P68036,,RNF165,Q6ZSG1,STRING
UBE2L3,P68036,,SOD1,P00441,STRING
UBE2L3,P68036,,CBLC,Q9ULV8,STRING
UBE2L3,P68036,,RNF44,Q7L0R7,STRING
UBE2L3,P68036,,YAP1,P46937,STRING
UBE2L3,P68036,,RANBP2,P49792,STRING
UBE2L3,P68036,,MSI2,Q96DH6,STRING
UBE2L3,P68036,,ZSWIM2,Q8NEG5,STRING
UBE2L3,P68036,,RNF149,Q8NC42,STRING
UBE2L3,P68036,,PRDX3,P30048,STRING
UBE2L3,P68036,,LRRK2,Q5S007,STRING
UBE2L3,P68036,,HSPA4,P34932,STRING
UBE2L3,P68036,,MAGI3,Q5TCQ9,STRING
UBE2L3,P68036,,RNF181,Q9P0P0,STRING
UBE2L3,P68036,,POLR2A,P24928,STRING
UBE2L3,P68036,,RNF31,Q96EP0,STRING
UBE2L3,P68036,,RNF32,Q9H0A6,STRING
UBE2L3,P68036,,USP9X,Q93008,STRING
UBE2L3,P68036,,SUMO4,Q6EEV6,STRING
UBE2L3,P68036,,NCOA1,Q15788,STRING
UBE2L3,P68036,,RNF144A,P50876,STRING
UBE2L3,P68036,,NFATC2IP,Q8NCF5,STRING
UBE2L3,P68036,,RNF40,O75150,STRING
UBE2L3,P68036,,MDH2,P40926,STRING
UBE2L3,P68036,,SUMO3,P55854,STRING
UBE2L3,P68036,,ZMIZ1,Q9ULJ6,STRING
UBE2L3,P68036,,CCNB1IP1,Q9NPC3,STRING
UBE2L3,P68036,,TRAF6,Q9Y4K3,STRING
UBE2L3,P68036,,SNCA,P37840,STRING
UBE2L3,P68036,,SMAD4,Q13485,STRING
UBE2L3,P68036,,UBE4B,O95155,STRING
UCKL1,Q9NWZ5,,UBE2L3,P68036,STRING
XIAP,P98170,,UBE2L3,P68036,STRING
WWP2,O00308,,UBE2L3,P68036,STRING
RANGAP1,P46060,,UBE2L3,P68036,STRING
ACAT2,Q9BWD1,,UBE2L3,P68036,STRING
RNF2,Q99496,,UBE2L3,P68036,STRING
BAG3,O95817,,UBE2L3,P68036,STRING
USP26,Q9BXU7,,UBE2L3,P68036,STRING
PTEN,P60484,,UBE2L3,P68036,STRING
VDAC2,P45880,,UBE2L3,P68036,STRING
SNX12,Q9UMY4,,UBE2L3,P68036,STRING
RING1,Q06587,,UBE2L3,P68036,STRING
MAP1LC3A,Q9H492,,UBE2L3,P68036,STRING
SF1,Q15637,,UBE2L3,P68036,STRING
UCHL3,P15374,,UBE2L3,P68036,STRING
PCNA,P12004,,UBE2L3,P68036,STRING
PIR,O00625,,UBE2L3,P68036,STRING
TP53BP1,Q12888,,UBE2L3,P68036,STRING
RNF215,Q9Y6U7,,UBE2L3,P68036,STRING
RNF20,Q5VTR2,,UBE2L3,P68036,STRING
PIAS3,Q9Y6X2,,UBE2L3,P68036,STRING
ATXN3,P54252,,UBE2L3,P68036,STRING
HECW1,Q76N89,,UBE2L3,P68036,STRING
USP34,Q70CQ2,,UBE2L3,P68036,STRING
RNF43,Q68DV7,,UBE2L3,P68036,STRING
MAGI1,Q96QZ7,,UBE2L3,P68036,STRING
RNF24,Q9Y225,,UBE2L3,P68036,STRING
SEPT5,Q99719,,UBE2L3,P68036,STRING
SUMO2,P61956,,UBE2L3,P68036,STRING
SRPRB,Q9Y5M8,,UBE2L3,P68036,STRING
RNF150,Q9ULK6,,UBE2L3,P68036,STRING
UBR5,O95071,,UBE2L3,P68036,STRING
ZNRF3,Q9ULT6,,UBE2L3,P68036,STRING
CNOT4,O95628,,UBE2L3,P68036,STRING
TMEM189,A5PLL7,,UBE2L3,P68036,STRING
WWOX,Q9NZC7,,UBE2L3,P68036,STRING
PIAS2,O75928,,UBE2L3,P68036,STRING
NDUFA7,O95182,,UBE2L3,P68036,STRING
CUL2,Q13617,,Q5NGN2,Q5NGN2,APID
CUL2,Q13617,,ELOC,Q15369,APID
CUL2,Q13617,,ELOB,Q15370,APID
CUL2,Q13617,,HD,P42858,APID
CUL2,Q13617,,RBX2,Q9WTZ1,APID
CUL2,Q13617,,RBX1,P62878,APID
CUL2,Q13617,,GAG,P05888,APID
CUL2,Q13617,,HS90B,P08238,APID
CUL2,Q13617,,TFE3,P19532,APID
CUL2,Q13617,,MAGA6,P43360,APID
CUL2,Q13617,,TIM13,Q9Y5L4,APID
CUL2,Q13617,,TP4A3,O75365,APID
CUL2,Q13617,,CRCM,P23508,APID
CUL2,Q13617,,SOMA,P01241,APID
CUL2,Q13617,,DLG3,Q92796,APID
CUL2,Q13617,,CUL4A,Q13619,APID
CUL2,Q13617,,SOCS1,O35716,APID
CUL2,Q13617,,WSB1,O54927,APID
CUL2,Q13617,,GAG,P04591,APID
CUL2,Q13617,,PFD5,Q99471,APID
CUL2,Q13617,,B2L11,O43521,APID
CUL2,Q13617,,ABCF1,Q8NE71,APID
CUL2,Q13617,,ACLY,P53396,APID
CUL2,Q13617,,ACTA,P62736,APID
CUL2,Q13617,,ACTB,P60709,APID
CUL2,Q13617,,ACTBL,Q562R1,APID
CUL2,Q13617,,GDE,P35573,APID
CUL2,Q13617,,AIFM1,O95831,APID
CUL2,Q13617,,AKP8L,Q9ULX6,APID
CUL2,Q13617,,FBF1,Q8TES7,APID
CUL2,Q13617,,ALDOA,P04075,APID
CUL2,Q13617,,ANR39,Q53RE8,APID
CUL2,Q13617,,ANXA2,P07355,APID
CUL2,Q13617,,APOD,P05090,APID
CUL2,Q13617,,APRV1,Q53RT3,APID
CUL2,Q13617,,BAG4,O95429,APID
CUL2,Q13617,,BOLA2,Q9H3K6,APID
CUL2,Q13617,,BRAP,Q7Z569,APID
CUL2,Q13617,,BTG3,Q14201,APID
CUL2,Q13617,,EDRF1,Q3B7T1,APID
CUL2,Q13617,,CK070,Q9BRQ4,APID
CUL2,Q13617,,CN166,Q9Y224,APID
CUL2,Q13617,,C1QBP,Q07021,APID
CUL2,Q13617,,RTCB,Q9Y3I0,APID
CUL2,Q13617,,VWA7,Q9Y334,APID
CUL2,Q13617,,YAED1,Q9NRH1,APID
CUL2,Q13617,,DFFB,O76075,APID
CUL2,Q13617,,CARM1,Q86X55,APID
CUL2,Q13617,,CASPE,P31944,APID
CUL2,Q13617,,CDN2A,P42771,APID
CUL2,Q13617,,CE152,O94986,APID
CUL2,Q13617,,CIRBP,Q14011,APID
CUL2,Q13617,,CLH1,Q00610,APID
CUL2,Q13617,,CSN7B,Q9H9Q2,APID
CUL2,Q13617,,LC7L3,O95232,APID
CUL2,Q13617,,YBOX3,P16989,APID
CUL2,Q13617,,CYTA,P01040,APID
CUL2,Q13617,,PYRG1,P17812,APID
CUL2,Q13617,,CATD,P07339,APID
CUL2,Q13617,,CUL4B,Q13620,APID
CUL2,Q13617,,DAZP1,Q96EP5,APID
CUL2,Q13617,,DCD,P81605,APID
CUL2,Q13617,,DDX1,Q92499,APID
CUL2,Q13617,,DDX17,Q92841,APID
CUL2,Q13617,,DDX56,Q9NY93,APID
CUL2,Q13617,,DDX3X,O00571,APID
CUL2,Q13617,,DDX5,P17844,APID
CUL2,Q13617,,DERL2,Q9GZP9,APID
CUL2,Q13617,,DHX15,O43143,APID
CUL2,Q13617,,DHX9,Q08211,APID
CUL2,Q13617,,DNJA1,P31689,APID
CUL2,Q13617,,DNJB6,O75190,APID
CUL2,Q13617,,DJC10,Q8IXB1,APID
CUL2,Q13617,,DSG1,Q02413,APID
CUL2,Q13617,,DESP,P15924,APID
CUL2,Q13617,,EF1A1,P68104,APID
CUL2,Q13617,,EF1A2,Q05639,APID
CUL2,Q13617,,EF1B,P24534,APID
CUL2,Q13617,,EF1D,P29692,APID
CUL2,Q13617,,EF1G,P26641,APID
CUL2,Q13617,,EGFLA,Q63HQ2,APID
CUL2,Q13617,,AGO2,Q9UKV8,APID
CUL2,Q13617,,IF5A1,P63241,APID
CUL2,Q13617,,ELAV1,Q15717,APID
CUL2,Q13617,,EMD,P50402,APID
CUL2,Q13617,,ENOA,P06733,APID
CUL2,Q13617,,ENOG,P09104,APID
CUL2,Q13617,,EWS,Q01844,APID
CUL2,Q13617,,RAM,Q9BTL3,APID
CUL2,Q13617,,FA98A,Q8NCA5,APID
CUL2,Q13617,,FILA,P20930,APID
CUL2,Q13617,,FILA2,Q5D862,APID
CUL2,Q13617,,FUS,P35637,APID
CUL2,Q13617,,G3P,P04406,APID
CUL2,Q13617,,GDPD3,Q7L5L3,APID
CUL2,Q13617,,GCSP,P23378,APID
CUL2,Q13617,,GRSF1,Q12849,APID
CUL2,Q13617,,GSTP1,P09211,APID
CUL2,Q13617,,H12,P16403,APID
CUL2,Q13617,,H2B2E,Q16778,APID
CUL2,Q13617,,ROA0,Q13151,APID
CUL2,Q13617,,ROA1,P09651,APID
CUL2,Q13617,,ROA2,P22626,APID
CUL2,Q13617,,ROA3,P51991,APID
